order_date,year,quarter,month,month_name,region,country,category,subcategory,customer_segment,quantity,unit_price,revenue,cost,profit,profit_margin
2023-12-29,2023,4,12,December,Europe,Country_3,Clothing,Shoes,Consumer,6,202.86,1217.18,849.81,367.38,0.3018
2023-09-01,2023,3,9,September,North America,Country_7,Office Supplies,Pens,Home Office,9,476.71,4290.35,2984.93,1305.42,0.3043
2022-08-01,2022,3,8,August,Latin America,Country_2,Electronics,Smartphones,Home Office,6,416.97,2501.84,1964.21,537.64,0.2149
2022-11-08,2022,4,11,November,Asia Pacific,Country_1,Furniture,Chairs,Consumer,9,39.49,355.38,250.19,105.19,0.296
2022-12-08,2022,4,12,December,Europe,Country_7,Office Supplies,Paper,Consumer,6,471.19,2827.17,1999.6,827.57,0.2927
2023-02-22,2023,1,2,February,Asia Pacific,Country_5,Office Supplies,Pens,Corporate,7,416.68,2916.78,2249.02,667.75,0.2289
2022-06-01,2022,2,6,June,Latin America,Country_5,Clothing,Pants,Home Office,2,18.01,36.03,22.28,13.74,0.3815
2022-08-08,2022,3,8,August,North America,Country_8,Furniture,Chairs,Corporate,4,286.31,1145.25,634.91,510.34,0.4456
2024-05-18,2024,2,5,May,North America,Country_5,Furniture,Chairs,Home Office,5,167.35,836.74,556.05,280.68,0.3354
2024-03-08,2024,1,3,March,Europe,Country_2,Office Supplies,Binders,Consumer,1,487.23,487.23,359.67,127.56,0.2618
2023-05-22,2023,2,5,May,Asia Pacific,Country_9,Office Supplies,Binders,Home Office,4,200.97,803.88,519.8,284.08,0.3534
2023-09-26,2023,3,9,September,Asia Pacific,Country_8,Electronics,Laptops,Corporate,1,368.47,368.47,202.64,165.83,0.45
2023-02-24,2023,1,2,February,Asia Pacific,Country_3,Electronics,Tablets,Corporate,6,492.54,2955.22,1825.74,1129.47,0.3822
2022-03-31,2022,1,3,March,Asia Pacific,Country_8,Furniture,Tables,Consumer,6,443.05,2658.3,1814.23,844.07,0.3175
2023-06-04,2023,2,6,June,North America,Country_3,Electronics,Laptops,Consumer,1,492.22,492.22,367.07,125.16,0.2543
2022-11-10,2022,4,11,November,North America,Country_9,Clothing,Shirts,Corporate,5,482.49,2412.47,1641.23,771.23,0.3197
2024-06-15,2024,2,6,June,North America,Country_5,Clothing,Shirts,Corporate,1,387.59,387.59,258.21,129.38,0.3338
2022-10-06,2022,4,10,October,North America,Country_3,Furniture,Tables,Home Office,1,164.38,164.38,109.04,55.34,0.3367
2024-06-19,2024,2,6,June,Asia Pacific,Country_3,Clothing,Shoes,Consumer,1,52.06,52.06,33.2,18.86,0.3623
2024-06-08,2024,2,6,June,Asia Pacific,Country_1,Electronics,Tablets,Consumer,3,216.46,649.39,508.34,141.05,0.2172
2023-07-15,2023,3,7,July,Latin America,Country_7,Office Supplies,Binders,Consumer,1,300.82,300.82,161.88,138.94,0.4619
2023-11-08,2023,4,11,November,Asia Pacific,Country_2,Furniture,Tables,Home Office,8,67.61,540.88,300.5,240.37,0.4444
2023-07-15,2023,3,7,July,Europe,Country_3,Furniture,Tables,Consumer,5,249.69,1248.43,887.6,360.83,0.289
2023-05-10,2023,2,5,May,Asia Pacific,Country_5,Electronics,Smartphones,Corporate,6,136.74,820.47,569.46,251.0,0.3059
2023-09-25,2023,3,9,September,Asia Pacific,Country_2,Clothing,Shoes,Consumer,8,211.01,1688.09,1144.34,543.75,0.3221
2024-01-24,2024,1,1,January,North America,Country_1,Electronics,Laptops,Home Office,2,259.34,518.67,373.3,145.37,0.2803
2022-11-15,2022,4,11,November,Asia Pacific,Country_3,Clothing,Shoes,Corporate,8,271.76,2174.08,1656.26,517.83,0.2382
2024-08-29,2024,3,8,August,Latin America,Country_1,Clothing,Shirts,Corporate,4,160.89,643.57,339.15,304.42,0.473
2023-03-25,2023,1,3,March,Latin America,Country_4,Furniture,Beds,Consumer,6,44.54,267.23,154.47,112.76,0.422
2024-01-06,2024,1,1,January,Europe,Country_2,Furniture,Chairs,Home Office,3,357.59,1072.77,683.23,389.54,0.3631
2022-05-11,2022,2,5,May,Latin America,Country_9,Clothing,Shirts,Corporate,3,158.44,475.32,246.43,228.89,0.4815
2023-08-27,2023,3,8,August,North America,Country_8,Furniture,Chairs,Corporate,6,62.0,372.01,237.43,134.58,0.3618
2024-10-20,2024,4,10,October,North America,Country_5,Furniture,Chairs,Corporate,5,22.44,112.19,59.84,52.34,0.4666
2023-07-05,2023,3,7,July,Latin America,Country_7,Clothing,Pants,Consumer,7,182.72,1279.05,949.01,330.04,0.258
2023-05-03,2023,2,5,May,Asia Pacific,Country_3,Clothing,Pants,Home Office,8,23.27,186.15,100.54,85.61,0.4599
2023-08-22,2023,3,8,August,Asia Pacific,Country_3,Electronics,Tablets,Corporate,9,171.4,1542.63,931.95,610.69,0.3959
2024-01-28,2024,1,1,January,Europe,Country_2,Furniture,Chairs,Corporate,2,311.9,623.8,335.35,288.45,0.4624
2022-07-11,2022,3,7,July,Asia Pacific,Country_3,Furniture,Tables,Consumer,1,360.02,360.02,276.25,83.77,0.2327
2024-07-30,2024,3,7,July,Asia Pacific,Country_6,Office Supplies,Binders,Consumer,8,86.05,688.37,346.14,342.24,0.4972
2022-11-07,2022,4,11,November,Europe,Country_8,Furniture,Tables,Corporate,4,84.28,337.14,262.19,74.95,0.2223
2023-01-29,2023,1,1,January,Asia Pacific,Country_5,Office Supplies,Pens,Consumer,5,259.66,1298.32,919.59,378.73,0.2917
2023-03-17,2023,1,3,March,Latin America,Country_3,Furniture,Beds,Consumer,9,381.3,3431.67,2002.98,1428.69,0.4163
2023-03-10,2023,1,3,March,Europe,Country_1,Office Supplies,Pens,Home Office,3,164.93,494.8,277.84,216.96,0.4385
2022-12-03,2022,4,12,December,Latin America,Country_9,Electronics,Laptops,Home Office,5,398.91,1994.54,1065.63,928.9,0.4657
2024-12-21,2024,4,12,December,North America,Country_3,Furniture,Beds,Consumer,8,182.03,1456.27,1051.5,404.77,0.278
2023-08-28,2023,3,8,August,Asia Pacific,Country_8,Furniture,Tables,Corporate,2,315.08,630.17,328.44,301.73,0.4788
2022-04-21,2022,2,4,April,Europe,Country_5,Furniture,Chairs,Corporate,4,423.74,1694.96,1266.86,428.1,0.2526
2024-12-18,2024,4,12,December,Asia Pacific,Country_6,Office Supplies,Pens,Home Office,6,119.55,717.28,382.57,334.71,0.4666
2024-04-03,2024,2,4,April,Latin America,Country_4,Electronics,Tablets,Corporate,2,37.72,75.45,55.58,19.87,0.2633
2022-04-18,2022,2,4,April,Latin America,Country_7,Electronics,Laptops,Consumer,4,369.97,1479.88,936.8,543.08,0.367
2024-09-17,2024,3,9,September,Asia Pacific,Country_3,Furniture,Chairs,Corporate,3,488.2,1464.61,814.09,650.52,0.4442
2023-06-05,2023,2,6,June,Europe,Country_7,Furniture,Chairs,Corporate,4,166.82,667.3,524.34,142.96,0.2142
2023-11-04,2023,4,11,November,Latin America,Country_1,Electronics,Smartphones,Consumer,9,109.38,984.44,700.9,283.54,0.288
2023-08-25,2023,3,8,August,Latin America,Country_1,Clothing,Shoes,Corporate,9,425.77,3831.96,2167.7,1664.26,0.4343
2022-11-12,2022,4,11,November,Europe,Country_4,Electronics,Laptops,Home Office,9,334.6,3011.37,2231.89,779.48,0.2588
2024-10-17,2024,4,10,October,Latin America,Country_6,Furniture,Tables,Corporate,4,469.94,1879.76,1173.34,706.42,0.3758
2023-06-10,2023,2,6,June,Latin America,Country_7,Clothing,Shoes,Home Office,8,394.93,3159.44,2207.05,952.39,0.3014
2024-05-27,2024,2,5,May,Asia Pacific,Country_5,Clothing,Shoes,Corporate,9,200.07,1800.64,1220.59,580.04,0.3221
2024-11-19,2024,4,11,November,Latin America,Country_2,Clothing,Pants,Home Office,6,99.97,599.84,430.8,169.04,0.2818
2023-09-22,2023,3,9,September,Asia Pacific,Country_3,Furniture,Chairs,Home Office,4,169.04,676.14,417.12,259.03,0.3831
2022-02-26,2022,1,2,February,Europe,Country_9,Clothing,Shirts,Consumer,8,338.14,2705.11,1517.18,1187.94,0.4391
2022-06-30,2022,2,6,June,Asia Pacific,Country_7,Electronics,Smartphones,Home Office,8,50.59,404.74,308.18,96.57,0.2386
2024-10-23,2024,4,10,October,North America,Country_8,Furniture,Chairs,Consumer,5,296.6,1483.02,1001.23,481.79,0.3249
2023-09-29,2023,3,9,September,Asia Pacific,Country_6,Office Supplies,Pens,Corporate,3,173.22,519.65,311.48,208.16,0.4006
2023-05-29,2023,2,5,May,Asia Pacific,Country_6,Clothing,Shoes,Home Office,6,431.75,2590.53,1457.02,1133.51,0.4376
2024-07-31,2024,3,7,July,Europe,Country_1,Electronics,Laptops,Corporate,1,428.0,428.0,226.66,201.34,0.4704
2024-04-10,2024,2,4,April,Asia Pacific,Country_7,Office Supplies,Paper,Consumer,8,67.99,543.96,425.68,118.28,0.2174
2023-01-06,2023,1,1,January,North America,Country_6,Office Supplies,Pens,Consumer,2,150.04,300.09,151.88,148.2,0.4939
2022-05-22,2022,2,5,May,Asia Pacific,Country_9,Electronics,Tablets,Home Office,3,89.93,269.78,135.23,134.55,0.4987
2023-03-10,2023,1,3,March,North America,Country_4,Office Supplies,Pens,Home Office,6,304.54,1827.22,1248.55,578.67,0.3167
2022-08-30,2022,3,8,August,Latin America,Country_2,Electronics,Tablets,Corporate,2,140.82,281.64,180.97,100.67,0.3574
2022-01-16,2022,1,1,January,Europe,Country_3,Office Supplies,Binders,Home Office,3,327.36,982.07,515.6,466.47,0.475
2024-12-06,2024,4,12,December,Latin America,Country_7,Furniture,Beds,Home Office,8,101.43,811.47,450.2,361.27,0.4452
2022-05-28,2022,2,5,May,Asia Pacific,Country_7,Clothing,Shoes,Home Office,7,166.58,1166.05,918.49,247.57,0.2123
2024-01-14,2024,1,1,January,Latin America,Country_4,Clothing,Shirts,Consumer,5,33.95,169.75,107.48,62.27,0.3668
2022-05-16,2022,2,5,May,Europe,Country_9,Electronics,Smartphones,Consumer,6,448.88,2693.3,1513.08,1180.22,0.4382
2024-08-20,2024,3,8,August,Asia Pacific,Country_2,Electronics,Tablets,Corporate,8,430.05,3440.4,2203.72,1236.68,0.3595
2022-07-03,2022,3,7,July,Europe,Country_4,Furniture,Beds,Home Office,5,391.08,1955.39,1458.5,496.89,0.2541
2024-03-26,2024,1,3,March,North America,Country_2,Office Supplies,Paper,Home Office,9,343.91,3095.17,1995.19,1099.97,0.3554
2023-11-09,2023,4,11,November,Asia Pacific,Country_7,Furniture,Tables,Consumer,3,161.36,484.09,278.27,205.81,0.4252
2023-04-20,2023,2,4,April,Asia Pacific,Country_4,Furniture,Chairs,Home Office,2,363.2,726.39,560.81,165.58,0.228
2022-01-15,2022,1,1,January,Europe,Country_2,Furniture,Beds,Corporate,8,344.79,2758.33,1608.95,1149.38,0.4167
2024-08-09,2024,3,8,August,Asia Pacific,Country_4,Clothing,Shoes,Corporate,4,272.65,1090.61,640.64,449.97,0.4126
2023-04-03,2023,2,4,April,Europe,Country_1,Clothing,Pants,Consumer,5,156.38,781.89,525.15,256.74,0.3284
2024-07-22,2024,3,7,July,Asia Pacific,Country_5,Electronics,Smartphones,Corporate,8,417.27,3338.13,2215.57,1122.56,0.3363
2022-05-14,2022,2,5,May,Asia Pacific,Country_1,Clothing,Shoes,Corporate,6,34.08,204.47,102.6,101.87,0.4982
2022-08-26,2022,3,8,August,Europe,Country_4,Office Supplies,Pens,Consumer,7,336.97,2358.81,1874.36,484.45,0.2054
2022-09-08,2022,3,9,September,Asia Pacific,Country_3,Office Supplies,Paper,Home Office,7,302.88,2120.13,1486.77,633.36,0.2987
2023-06-11,2023,2,6,June,Asia Pacific,Country_5,Electronics,Tablets,Corporate,9,356.39,3207.55,1790.36,1417.19,0.4418
2023-04-03,2023,2,4,April,Latin America,Country_1,Electronics,Smartphones,Consumer,2,376.32,752.65,545.03,207.62,0.2759
2022-04-07,2022,2,4,April,Latin America,Country_9,Furniture,Beds,Consumer,7,121.84,852.88,635.54,217.34,0.2548
2022-01-23,2022,1,1,January,Europe,Country_7,Electronics,Smartphones,Consumer,6,285.75,1714.48,1014.94,699.54,0.408
2023-01-21,2023,1,1,January,Latin America,Country_4,Electronics,Smartphones,Corporate,8,88.44,707.55,446.5,261.05,0.369
2023-06-11,2023,2,6,June,Europe,Country_5,Furniture,Chairs,Corporate,6,419.13,2514.77,1944.4,570.37,0.2268
2024-01-16,2024,1,1,January,Asia Pacific,Country_2,Office Supplies,Paper,Corporate,9,285.95,2573.57,1943.86,629.72,0.2447
2022-11-14,2022,4,11,November,Asia Pacific,Country_7,Clothing,Pants,Home Office,8,290.39,2323.1,1240.57,1082.53,0.466
2023-02-27,2023,1,2,February,Asia Pacific,Country_5,Electronics,Smartphones,Home Office,8,368.65,2949.22,1677.78,1271.44,0.4311
2024-12-18,2024,4,12,December,Europe,Country_7,Furniture,Beds,Corporate,7,303.51,2124.59,1309.8,814.8,0.3835
2024-11-06,2024,4,11,November,North America,Country_5,Electronics,Smartphones,Home Office,1,53.1,53.1,33.78,19.33,0.3639
2023-06-10,2023,2,6,June,Europe,Country_4,Office Supplies,Paper,Corporate,1,328.58,328.58,223.2,105.38,0.3207
2022-02-21,2022,1,2,February,North America,Country_1,Furniture,Beds,Home Office,8,402.66,3221.3,2062.58,1158.72,0.3597
2024-01-17,2024,1,1,January,North America,Country_2,Electronics,Laptops,Corporate,3,77.55,232.65,144.34,88.31,0.3796
2024-06-24,2024,2,6,June,Latin America,Country_7,Office Supplies,Pens,Home Office,5,307.83,1539.16,1146.43,392.72,0.2552
2023-05-25,2023,2,5,May,North America,Country_5,Furniture,Beds,Home Office,9,278.78,2509.01,1517.29,991.72,0.3953
2023-10-11,2023,4,10,October,Latin America,Country_2,Furniture,Tables,Corporate,2,73.04,146.09,96.59,49.5,0.3388
2023-01-22,2023,1,1,January,Asia Pacific,Country_8,Electronics,Laptops,Home Office,5,75.91,379.53,291.57,87.96,0.2318
2024-12-08,2024,4,12,December,Europe,Country_4,Clothing,Shirts,Corporate,5,272.79,1363.95,1058.15,305.8,0.2242
2024-09-09,2024,3,9,September,Latin America,Country_9,Electronics,Laptops,Home Office,4,208.7,834.79,600.81,233.97,0.2803
2023-02-17,2023,1,2,February,Asia Pacific,Country_6,Electronics,Laptops,Consumer,3,239.92,719.77,446.87,272.9,0.3791
2023-05-20,2023,2,5,May,Asia Pacific,Country_3,Office Supplies,Pens,Corporate,2,464.89,929.78,672.66,257.12,0.2765
2024-06-17,2024,2,6,June,Europe,Country_8,Furniture,Beds,Corporate,4,84.49,337.96,251.39,86.57,0.2562
2022-10-08,2022,4,10,October,Europe,Country_2,Clothing,Shirts,Home Office,5,146.73,733.65,394.79,338.86,0.4619
2023-03-12,2023,1,3,March,Europe,Country_3,Furniture,Chairs,Home Office,7,261.7,1831.9,1156.6,675.31,0.3686
2023-04-19,2023,2,4,April,North America,Country_2,Electronics,Tablets,Home Office,4,464.23,1856.92,1302.85,554.07,0.2984
2023-05-20,2023,2,5,May,North America,Country_9,Electronics,Smartphones,Consumer,8,194.61,1556.91,1057.45,499.46,0.3208
2022-06-22,2022,2,6,June,Asia Pacific,Country_2,Furniture,Chairs,Corporate,5,44.51,222.55,118.86,103.69,0.4659
2024-05-31,2024,2,5,May,Latin America,Country_6,Electronics,Tablets,Consumer,3,472.15,1416.45,1004.23,412.21,0.291
2023-04-05,2023,2,4,April,Europe,Country_3,Office Supplies,Paper,Consumer,6,18.6,111.61,69.0,42.61,0.3818
2022-11-12,2022,4,11,November,Asia Pacific,Country_1,Furniture,Beds,Home Office,2,387.33,774.67,394.36,380.31,0.4909
2022-05-07,2022,2,5,May,North America,Country_1,Clothing,Shirts,Home Office,9,360.43,3243.84,2178.02,1065.81,0.3286
2023-06-06,2023,2,6,June,Europe,Country_6,Furniture,Beds,Corporate,6,308.8,1852.81,1360.79,492.02,0.2656
2023-04-13,2023,2,4,April,North America,Country_6,Office Supplies,Paper,Home Office,4,200.24,800.95,509.78,291.17,0.3635
2023-07-27,2023,3,7,July,Latin America,Country_8,Furniture,Beds,Corporate,1,467.73,467.73,367.74,99.98,0.2138
2024-08-02,2024,3,8,August,Europe,Country_7,Furniture,Tables,Consumer,2,310.74,621.48,459.2,162.29,0.2611
2024-06-01,2024,2,6,June,Latin America,Country_8,Electronics,Tablets,Corporate,6,253.86,1523.16,1213.03,310.12,0.2036
2022-11-18,2022,4,11,November,Asia Pacific,Country_6,Office Supplies,Binders,Corporate,9,418.47,3766.26,2710.46,1055.8,0.2803
2024-07-26,2024,3,7,July,North America,Country_2,Clothing,Shirts,Corporate,5,380.61,1903.05,1424.15,478.9,0.2517
2022-12-17,2022,4,12,December,Latin America,Country_1,Electronics,Tablets,Home Office,8,395.75,3165.99,2454.98,711.0,0.2246
2022-04-18,2022,2,4,April,North America,Country_7,Clothing,Pants,Consumer,4,57.24,228.97,120.17,108.8,0.4752
2023-06-16,2023,2,6,June,Latin America,Country_5,Clothing,Shoes,Home Office,6,398.64,2391.83,1803.48,588.35,0.246
2023-08-14,2023,3,8,August,Europe,Country_6,Office Supplies,Binders,Corporate,8,91.22,729.79,384.57,345.23,0.473
2023-01-03,2023,1,1,January,Asia Pacific,Country_5,Office Supplies,Binders,Home Office,9,369.82,3328.41,2275.53,1052.87,0.3163
2024-07-17,2024,3,7,July,North America,Country_5,Office Supplies,Binders,Consumer,5,17.05,85.24,55.8,29.44,0.3454
2023-09-27,2023,3,9,September,Europe,Country_3,Clothing,Shirts,Consumer,2,324.4,648.8,373.96,274.84,0.4236
2023-11-27,2023,4,11,November,Latin America,Country_8,Clothing,Shoes,Corporate,6,438.06,2628.36,1682.0,946.36,0.3601
2023-04-16,2023,2,4,April,North America,Country_7,Electronics,Laptops,Consumer,3,100.37,301.1,216.9,84.2,0.2796
2024-09-10,2024,3,9,September,Europe,Country_3,Furniture,Beds,Home Office,6,408.87,2453.19,1834.02,619.17,0.2524
2022-01-05,2022,1,1,January,Asia Pacific,Country_2,Furniture,Chairs,Corporate,5,61.9,309.5,200.43,109.07,0.3524
2023-04-14,2023,2,4,April,Latin America,Country_5,Electronics,Smartphones,Corporate,2,389.25,778.51,499.63,278.87,0.3582
2022-11-08,2022,4,11,November,North America,Country_3,Clothing,Shirts,Home Office,1,222.13,222.13,151.96,70.17,0.3159
2024-06-24,2024,2,6,June,Europe,Country_1,Clothing,Pants,Corporate,9,397.68,3579.14,2253.6,1325.54,0.3704
2022-06-16,2022,2,6,June,North America,Country_9,Office Supplies,Paper,Corporate,1,160.77,160.77,109.35,51.42,0.3198
2022-12-09,2022,4,12,December,Latin America,Country_9,Office Supplies,Paper,Home Office,4,372.43,1489.73,888.14,601.59,0.4038
2023-11-07,2023,4,11,November,Europe,Country_8,Furniture,Beds,Corporate,3,127.1,381.31,252.96,128.35,0.3366
2022-07-25,2022,3,7,July,Asia Pacific,Country_7,Clothing,Pants,Home Office,1,275.05,275.05,194.27,80.78,0.2937
2024-01-19,2024,1,1,January,North America,Country_9,Furniture,Tables,Consumer,3,54.14,162.43,117.98,44.45,0.2737
2023-08-24,2023,3,8,August,Asia Pacific,Country_7,Electronics,Tablets,Corporate,9,268.96,2420.61,1289.57,1131.04,0.4673
2023-07-16,2023,3,7,July,North America,Country_8,Clothing,Shirts,Home Office,5,18.63,93.13,50.36,42.77,0.4592
2023-05-08,2023,2,5,May,Latin America,Country_6,Electronics,Tablets,Home Office,7,219.62,1537.31,1120.8,416.51,0.2709
2023-10-08,2023,4,10,October,Europe,Country_1,Electronics,Smartphones,Corporate,8,31.66,253.27,187.51,65.76,0.2597
2024-10-19,2024,4,10,October,Europe,Country_1,Electronics,Smartphones,Home Office,9,96.87,871.82,510.31,361.52,0.4147
2024-10-24,2024,4,10,October,Asia Pacific,Country_4,Clothing,Shirts,Home Office,3,347.96,1043.87,805.43,238.43,0.2284
2024-05-26,2024,2,5,May,Europe,Country_5,Clothing,Shirts,Corporate,2,311.63,623.25,460.97,162.29,0.2604
2023-09-03,2023,3,9,September,Europe,Country_3,Electronics,Tablets,Corporate,9,84.24,758.16,523.64,234.53,0.3093
2024-01-17,2024,1,1,January,Asia Pacific,Country_5,Electronics,Tablets,Consumer,3,380.67,1142.0,681.01,461.0,0.4037
2023-12-16,2023,4,12,December,Latin America,Country_4,Furniture,Chairs,Home Office,9,312.39,2811.5,1484.75,1326.76,0.4719
2022-02-23,2022,1,2,February,Europe,Country_6,Office Supplies,Binders,Consumer,8,485.31,3882.52,2190.65,1691.87,0.4358
2024-05-01,2024,2,5,May,Asia Pacific,Country_6,Electronics,Smartphones,Home Office,7,288.84,2021.85,1219.7,802.15,0.3967
2023-01-02,2023,1,1,January,North America,Country_9,Furniture,Tables,Corporate,6,248.08,1488.5,912.35,576.14,0.3871
2022-07-05,2022,3,7,July,North America,Country_1,Furniture,Tables,Home Office,9,160.91,1448.17,1139.33,308.83,0.2133
2023-02-07,2023,1,2,February,Asia Pacific,Country_9,Clothing,Shoes,Corporate,7,40.0,280.03,192.21,87.82,0.3136
2023-05-08,2023,2,5,May,Asia Pacific,Country_5,Furniture,Beds,Consumer,3,366.87,1100.62,782.15,318.47,0.2894
2023-11-22,2023,4,11,November,Latin America,Country_1,Clothing,Shirts,Consumer,7,238.52,1669.67,1231.38,438.3,0.2625
2023-04-15,2023,2,4,April,Europe,Country_6,Clothing,Pants,Consumer,6,454.65,2727.89,1967.13,760.76,0.2789
2024-12-30,2024,4,12,December,Latin America,Country_7,Clothing,Pants,Consumer,4,314.41,1257.65,647.37,610.28,0.4853
2024-09-07,2024,3,9,September,Latin America,Country_8,Clothing,Shirts,Home Office,2,133.44,266.88,138.76,128.12,0.4801
2022-05-19,2022,2,5,May,Asia Pacific,Country_9,Furniture,Beds,Corporate,8,32.21,257.7,198.97,58.73,0.2279
2024-01-06,2024,1,1,January,Latin America,Country_9,Office Supplies,Binders,Consumer,9,24.26,218.33,131.81,86.52,0.3963
2023-06-11,2023,2,6,June,Asia Pacific,Country_2,Clothing,Shoes,Corporate,4,453.89,1815.55,1326.97,488.58,0.2691
2022-07-24,2022,3,7,July,North America,Country_4,Furniture,Beds,Consumer,6,291.89,1751.37,1020.53,730.84,0.4173
2024-02-01,2024,1,2,February,Europe,Country_6,Clothing,Shirts,Corporate,8,210.02,1680.19,842.85,837.34,0.4984
2022-07-10,2022,3,7,July,Latin America,Country_6,Electronics,Smartphones,Corporate,8,25.35,202.82,126.14,76.68,0.3781
2023-05-11,2023,2,5,May,Europe,Country_7,Electronics,Laptops,Corporate,4,185.08,740.34,446.75,293.58,0.3966
2023-03-20,2023,1,3,March,Europe,Country_1,Office Supplies,Binders,Consumer,4,362.44,1449.78,1028.85,420.93,0.2903
2024-09-20,2024,3,9,September,North America,Country_4,Office Supplies,Binders,Consumer,6,368.63,2211.78,1486.0,725.78,0.3281
